样本ID,余数编号,数量下限,数量上限,规格下限,规格上限,定额单位,镀种大类,余数,领进数量,报工数量,计划数量(不含余数),实际损耗,是否进入分析
S00488,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.595374,105.403969,102.855292,129.768695,2.548677,是
S00489,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.53624,143.38617,136.614251,176.811978,6.771919,是
S00490,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.563033,113.145895,111.024744,128.151625,2.12115,是
S00491,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.980796,189.014194,182.448502,199.039812,6.565692,是
S00492,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.263991,81.184697,77.21775,113.199548,3.966947,是
S00493,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.52089,87.313737,83.212594,126.044523,4.101144,是
S00494,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.2863,104.445082,100.371571,114.314993,4.073511,是
S00495,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.883699,202.448515,193.401511,194.184926,9.047004,是
S00496,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.907628,214.317067,206.99939,195.381407,7.317677,是
S00497,R03,80.01,200.0,0.0,99999.0,百分比,类型B,1.652174,85.226444,83.159801,82.60872,2.066643,是
S00498,R03,80.01,200.0,0.0,99999.0,百分比,类型B,2.004669,86.621535,82.940365,100.233428,3.681169,是
S00499,R03,80.01,200.0,0.0,99999.0,百分比,类型B,3.452989,185.469607,180.043155,172.649456,5.426451,是
S00500,R03,80.01,200.0,0.0,99999.0,百分比,类型C,2.943458,181.555633,115.327822,147.172913,66.227811,是
S00501,R03,80.01,200.0,0.0,99999.0,百分比,类型C,2.226785,87.514928,83.776417,111.339243,3.73851,是
S00502,R03,80.01,200.0,0.0,99999.0,百分比,类型C,1.899433,100.094895,99.000177,94.971644,1.094718,是
S00503,R03,80.01,200.0,0.0,99999.0,百分比,类型C,1.746604,80.833499,78.689642,87.330182,2.143858,是
S00504,R03,80.01,200.0,0.0,99999.0,百分比,类型C,3.853251,162.842457,157.268175,192.662538,5.574282,是
S00505,R03,80.01,200.0,0.0,99999.0,百分比,类型C,3.68675,189.915919,187.751929,184.337476,2.16399,是
S00506,R03,80.01,200.0,0.0,99999.0,百分比,类型C,1.833273,68.233781,66.034612,91.663654,2.199169,是
S00507,R03,80.01,200.0,0.0,99999.0,百分比,类型C,1.88044,65.657299,62.68156,94.021981,2.975739,是
S00508,R03,80.01,200.0,0.0,99999.0,百分比,类型C,2.955606,103.668168,99.888704,147.78032,3.779464,是
S00509,R03,80.01,200.0,0.0,99999.0,百分比,类型C,3.508456,169.902989,168.796681,175.42281,1.106308,是
S00510,R03,80.01,200.0,0.0,99999.0,百分比,类型C,2.497128,117.041929,113.466904,124.856388,3.575026,是
S00511,R03,80.01,200.0,0.0,99999.0,百分比,类型C,1.639981,85.011659,82.369695,81.999058,2.641965,是
S00512,R03,80.01,200.0,0.0,99999.0,百分比,类型C,3.919686,181.341734,177.690659,195.984317,3.651075,是
S00513,R03,80.01,200.0,0.0,99999.0,百分比,类型C,3.76561,144.22309,137.544505,188.280493,6.678586,是
